idx,article_number,law_id,hierarchy_path,citation,text_arabic,text_english,effective_date,is_active,updated,added
874,899,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37343&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 899 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 899 of Civil Code No. 22 of 2004""}",1- أجر المأمور يحدده القرار أو الأمر الصادر بتعيينه.2- ويجوز عزل المأمور بقرار يصدر بأغلبية أصحاب الحصص، أو بأمر يصدر من رئيس المحكمة الابتدائية بعد إعلان الشركاء لسماع أقوالهم في هذا العزل.,,2026-02-06,True,2026-02-06,2026-02-06
875,900,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37344&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 900 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 900 of Civil Code No. 22 of 2004""}",1- إذا هلك البناء بحريق أو بسبب آخر، فعلى الشركاء أن يلتزموا من حيث تجديده بما يقرره الاتحاد بأغلبية أصحاب الحصص.2- فإذا قرر الاتحاد تجديد البناء، خصص ما قد يستحق من تعويض بسبب هلاك العقار لأعمال التجديد، دون إخلال بحقوق أصحاب الديون المقيدة.,,2026-02-06,True,2026-02-06,2026-02-06
876,901,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37345&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 901 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 901 of Civil Code No. 22 of 2004""}",1- على صاحب السفل أن يقوم بالأعمال والترميمات اللازمة لمنع سقوط العلو.2- فإذا امتنع عن القيام بهذه الأعمال، جاز للقاضي أن يأمر ببيع السفل. وله أن يصرح لصاحب العلو بإجرائها على نفقة صاحب السفل.,,2026-02-06,True,2026-02-06,2026-02-06
877,902,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37346&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 902 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 902 of Civil Code No. 22 of 2004""}",1- إذا انهدم البناء وجب على صاحب السفل أن يعيد بناء سفله. فإذا امتنع جاز للقاضي أن يأمر ببيع السفل، إلا إذا طلب صاحب العلو أن يعيد هو بناء السفل على نفقة صاحبه.2- فإذا أعاد صاحب العلو بناء السفل، جاز له أن يمنع صاحب السفل من السكنى والانتفاع حتى يؤدي ما في ذمته، ويجوز له أيضاً أن يحصل على إذن القاضي في إيجار السفل أو سكناه استيفاء لحقه.,,2026-02-06,True,2026-02-06,2026-02-06
878,903,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37347&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 903 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 903 of Civil Code No. 22 of 2004""}",لا يجوز لصاحب العلو أن يزيد في ارتفاع بنائه بحيث يضر بالسفل.,,2026-02-06,True,2026-02-06,2026-02-06
879,904,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37348&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 904 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 904 of Civil Code No. 22 of 2004""}",من حاز منقولاً مباحاً بنية تملكه، ملكه.,,2026-02-06,True,2026-02-06,2026-02-06
880,905,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37349&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 905 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 905 of Civil Code No. 22 of 2004""}",1- يصبح المنقول مباحاً إذا تخلى عنه مالكه بنية النزول عن ملكيته.2- وتعتبر الحيوانات غير الأليفة مباحة ما دامت طليقة. وإذا اعتقل حيوان منها ثم أطلق، عاد مباحاً إذا لم يتبعه مالكه فوراً، أو إذا كف عن تتبعه.3- وما روض من الحيوانات، وألف الرجوع إلى المكان المخصص له، ثم فقد هذه العادة رجع مباحاً.,,2026-02-06,True,2026-02-06,2026-02-06
881,906,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37350&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 906 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 906 of Civil Code No. 22 of 2004""}",الكنز المدفون أو المخبوء الذي لا يستطيع أحد أن يثبت ملكيته، يكون خمسه لمن عثر عليه والباقي لمالك الشيء الذي وجد فيه الكنز أو لمالك رقبة العقار أو للواقف أو لورثته.,,2026-02-06,True,2026-02-06,2026-02-06
882,907,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37351&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 907 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 907 of Civil Code No. 22 of 2004""}",الحق في صيد البر والبحر واللقطة والأشياء الأثرية وما في باطن الأرض من معادن تنظمه تشريعات خاصة.,,2026-02-06,True,2026-02-06,2026-02-06
883,908,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37352&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 908 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 908 of Civil Code No. 22 of 2004""}",كل عقار لا مالك له يكون ملكاً للدولة.,,2026-02-06,True,2026-02-06,2026-02-06
884,909,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37353&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 909 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 909 of Civil Code No. 22 of 2004""}",كل ما على الأرض أو تحتها من بناء أو منشآت أخرى أو غراس، يعتبر من عمل مالك الأرض أقامه على نفقته ويكون مملوكاً له، ما لم يقم الدليل على غير ذلك.,,2026-02-06,True,2026-02-06,2026-02-06
885,910,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37354&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 910 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 910 of Civil Code No. 22 of 2004""}",1- يكون ملكاً خالصاً لمالك الأرض ما يحدثه فيها من بناء أو غراس أو منشآت أخرى يقيمها بمواد مملوكة لغيره، إذا لم يكن ممكناً نزع هذه المواد دون أن يلحق الأرض أو المنشآت المذكورة ضرر جسيم، أو كان ممكناً نزعها ولكن لم ترفع الدعوى بطلب استردادها خلال سنة من اليوم الذي يعلم فيه مالك المواد أنها أدمجت في الأرض أو في هذه المنشآت.2- فإذا تملك مالك الأرض المواد، كان عليه أن يدفع قيمتها وقت التصاقها بالأرض. أما إذا استرد المواد مالكها، فإن نزعها يكون على نفقة مالك الأرض. ولمالك المواد في الحالين الحق في التعويض إن كان له وجه.,,2026-02-06,True,2026-02-06,2026-02-06
886,911,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37355&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 911 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 911 of Civil Code No. 22 of 2004""}",1- إذا أقام شخص بمواد من عنده منشآت على أرض يعلم أنها مملوكة لغيره دون رضاء مالك الأرض، كان لهذا أن يطلب إزالة المنشآت على نفقة من أقامها مع التعويض إن كان له وجه، وذلك في ميعاد سنة من اليوم الذي يعلم فيه بإقامة المنشآت، أو أن يطلب استبقاء المنشآت مقابل دفع قيمتها مستحقة الإزالة، أو دفع مبلغ يساوي ما زاد في ثمن الأرض بسبب هذه المنشآت.2- ويجوز لمن أقام المنشآت أن يطلب نزعها إن كان ذلك لا يلحق بالأرض ضرراً، إلا إذا اختار مالك الأرض أن يستبقي المنشآت طبقاً لأحكام البند السابق.,,2026-02-06,True,2026-02-06,2026-02-06
887,912,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37356&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 912 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 912 of Civil Code No. 22 of 2004""}",1- إذا كان من أقام المنشآت المشار إليها في المادة السابقة يعتقد بحسن نية أن له الحق في إقامتها، فلا يكون لمالك الأرض أن يطلب الإزالة، وإنما يخير بين أن يدفع قيمة المواد وأجرة العمل أو أن يدفع مبلغاً يساوي ما زاد في ثمن الأرض بسبب هذه المنشآت، هذا ما لم يطلب صاحب المنشآت نزعها.2- إلا أنه إذا كانت المنشآت قد بلغت حداً من الجسامة يرهق صاحب الأرض أن يؤدي ما هو مستحق عنها، كان له أن يطلب تمليك الأرض لمن أقام المنشآت نظير تعويض عادل.,,2026-02-06,True,2026-02-06,2026-02-06
888,913,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37357&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 913 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 913 of Civil Code No. 22 of 2004""}",يسري حكم المادة السابقة إذا أقام أجنبي منشآت بمواد من عنده بعد الحصول على ترخيص من مالك الأرض، ما لم يتفق على غير ذلك.,,2026-02-06,True,2026-02-06,2026-02-06
889,914,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37358&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 914 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 914 of Civil Code No. 22 of 2004""}",1- إذا أقام أحد الشركاء منشآت لنفسه على جزء مفرز من الأرض الشائعة دون موافقة باقي الشركاء، خلصت له ملكية تلك المنشآت إذا وقع هذا الجزء في نصيبه عند القسمة.2- أما إذا وقع الجزء الذي أقيمت عليه المنشآت في نصيب شريك آخر، فإنه لا يكون لهذا الشريك طلب إزالة المنشآت. ويجب عليه، إذا لم يطلب مالك المنشآت نزعها، أن يؤدي إليه إحدى القيمتين المنصوص عليهما في البند (1) من المادة (912).,,2026-02-06,True,2026-02-06,2026-02-06
890,915,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37359&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 915 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 915 of Civil Code No. 22 of 2004""}",يجوز للمحكمة، بناء على طلب من يلتزم بأداء المقابل أو التعويض طبقاً للمواد الأربع السابقة، أن تقرر ما تراه مناسباً للوفاء بما تحكم به، ولها بوجه خاص أن تحكم بأن يكون الوفاء على أقساط دورية، بشرط تقديم الضمانات الكافية.,,2026-02-06,True,2026-02-06,2026-02-06
891,916,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37360&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 916 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 916 of Civil Code No. 22 of 2004""}",إذا كان مالك الأرض وهو يقيم بناء عليها قد جار بحسن نية على جزء يسير من الأرض الملاصقة، جاز للمحكمة أن تحكم بتملكه الجزء المشغول بالبناء نظير مقابل عادل.,,2026-02-06,True,2026-02-06,2026-02-06
892,917,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37361&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 917 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 917 of Civil Code No. 22 of 2004""}",1- إذا أقام شخص منشآت على أرض غيره بمواد مملوكة لشخص ثالث، كان لمالك المواد أن يرجع بالتعويض على من أخذها، كما له أن يرجع على مالك الأرض بما لا يزيد عما بقي في ذمته من قيمة ما استحدث على أرضه.2- وإذا كان من أقام المنشآت حسن النية، كان لمالك المواد أن يطلب نزعها إذا لم يلحق ذلك بالأرض ضرراً.,,2026-02-06,True,2026-02-06,2026-02-06
893,918,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37362&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 918 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 918 of Civil Code No. 22 of 2004""}",إذا التصقت منقولات لملاك مختلفين بحيث لا يمكن فصلها دون تلف، ولم يكن هناك اتفاق بين الملاك، قضت المحكمة في النزاع مراعية في ذلك الضرر الذي حدث وحالة أطراف النزاع وحسن أو سوء نية كل منهم.,,2026-02-06,True,2026-02-06,2026-02-06
894,919,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37363&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 919 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 919 of Civil Code No. 22 of 2004""}",تنتقل الملكية، كما تنتقل أو تنشأ الحقوق العينية الأخرى، في المنقول والعقار بالتصرف القانوني، إذا كان المتصرف هو صاحب الحق المتصرف فيه، وذلك مع مراعاة أحكام المادتين (246)، (247).,,2026-02-06,True,2026-02-06,2026-02-06
895,920,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37364&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 920 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 920 of Civil Code No. 22 of 2004""}",الشفعة حق يجيز في بيع العقار الحلول محل المشتري في الأحوال وبالشروط المنصوص عليها في المواد التالية.,,2026-02-06,True,2026-02-06,2026-02-06
896,921,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37365&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 921 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 921 of Civil Code No. 22 of 2004""}",يثبت الحق في الشفعة:1- لمالك الرقبة إذا بيع حق الانتفاع الملابس لها أو بعضه.2- للشريك في الشيوع إذا بيعت حصة شائعة في العقار الشائع لأجنبي. 3- لمالك حق الانتفاع إذا بيعت كل الرقبة الملابسة لهذا الحق أو بعضها.4- لمالك الرقبة في الحكر إذا بيع كل حق الحكر الملابس لها أو بعضه، وللمستحكر إذا بيعت كل الرقبة الملابسة لحقه أو بعضها.5- للجار المالك في الحالات التالية:أ- إذا كانت العقارات من المباني أو الأراضي المعدة للبناء.ب- إذا كان للأرض المبيعة حق ارتفاق على أرض الجار، أو كان حق الارتفاق لأرض الجار على الأرض المبيعة.ج- إذا كانت أرض الجار ملاصقة للأرض المبيعة من جهتين وتساوي من القيمة نصف ثمن الأرض المبيعة على الأقل.,,2026-02-06,True,2026-02-06,2026-02-06
897,922,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37366&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 922 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 922 of Civil Code No. 22 of 2004""}",1- إذا تزاحم الشفعاء يكون استعمال حق الشفعة على حسب الترتيب المنصوص عليه في المادة السابقة.2- فإذا تزاحم الشفعاء من طبقة واحدة، فاستحقاق كل منهم للشفعة يكون على قدر نصيبه. إلا أنه فيما بين الجيران يقدم من تعود على ملكه منفعة من الشفعة أكثر من غيره.3- فإذا كان المشتري قد توافرت فيه الشروط التي تجعله شفيعاً بمقتضى نص المادة السابقة، فإنه يفضل على الشفعاء الذين هم من طبقته أو من طبقة أدنى، ولكن يتقدمه الذين هم من طبقة أعلى.,,2026-02-06,True,2026-02-06,2026-02-06
898,923,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37367&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 923 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 923 of Civil Code No. 22 of 2004""}",1- لا يجوز الأخذ بالشفعة في الحالات التالية:أ- إذا تم البيع بالمزاد العلني وفقاً لإجراءات رسمها القانون.ب- إذا وقع البيع بين الأصول والفروع، أو بين الزوجين، أو بين الأقارب حتى الدرجة الرابعة، أو بين الأصهار حتى الدرجة الثانية.ج- إذا تم البيع ليكون المبيع محل عبادة أو ليلحق بمحل عبادة.2- ولا يجوز لناظر الوقف أو للموقوف عليه أن يأخذ بالشفعة إلا إذا كان الواقف قد أذن بذلك لضم العقار المشفوع فيه للوقف.,,2026-02-06,True,2026-02-06,2026-02-06
899,924,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37368&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 924 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 924 of Civil Code No. 22 of 2004""}",إذا اشترى شخص عيناً تجوز فيها الشفعة، ثم باعها قبل تسجيل رغبة الشفيع في الأخذ بالشفعة، فلا يجوز الأخذ بالشفعة إلا من المشتري الثاني، وبالشروط التي اشترى بها.,,2026-02-06,True,2026-02-06,2026-02-06
900,925,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37369&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 925 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 925 of Civil Code No. 22 of 2004""}",إذا بيع العقار لعدة أشخاص مشاعاً بينهم، فلا تجوز الشفعة إلا فيه بتمامه. أما إذا عين في العقد نصيب كل منهم مفرزاً، كان للشفيع الحق في طلب أخذه بتمامه، أو أخذ نصيب واحد أو أكثر، مع مراعاة القواعد المقررة لطلب الأخذ بالشفعة.,,2026-02-06,True,2026-02-06,2026-02-06
901,926,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37370&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 926 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 926 of Civil Code No. 22 of 2004""}",1- لأي من البائع والمشتري أن يوجه للشفيع إنذاراً رسمياً يعلمه فيه بالبيع.2- ويجب أن يشتمل الإنذار على البيانات التالية وإلا كان باطلاً:أ- اسم كل من البائع والمشتري ولقبه وموطنه.ب- بيان المبيع بياناً كافياً.ج- بيان الثمن والمصروفات الرسمية وشروط البيع.,,2026-02-06,True,2026-02-06,2026-02-06
902,927,2559,"{""level"": 1, ""chapter"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}, ""section"": {""ar"": ""القانون المدني"", ""en"": ""Civil Code""}}","{""law_id"": 2559, ""law_number"": 22, ""law_year"": 2004, ""law_name_ar"": ""القانون المدني"", ""law_name_en"": ""Civil Code"", ""article_url"": ""https://www.almeezan.qa/LawArticles.aspx?LawArticleID=37371&LawID=2559&language=ar"", ""formatted_ar"": ""المادة 927 من القانون المدني رقم 22 لسنة 2004"", ""formatted_en"": ""Article 927 of Civil Code No. 22 of 2004""}",1- على من يريد الأخذ بالشفعة أن يعلن رغبته فيها إلى كل من البائع والمشتري خلال خمسة عشر يوماً من تاريخ علمه بالبيع، وإلا سقط حقه. ويزاد على هذه المدة ميعاد المسافة إذا اقتضى الأمر ذلك.2- ويجب أن يكون إعلان الرغبة في الأخذ بالشفعة رسمياً، وإلا كان باطلاً. ولا يعتبر هذا الإعلان حجة على الغير إلا إذا سجل.,,2026-02-06,True,2026-02-06,2026-02-06
